ordered_height,ordered_width,process_name,num_staff_required,equipment_name,process_duration_minutes,hour_started,day_of_week,is_weekend
0.4,1.3,cut_sheet_of_larger_size,1,CNC Machine,6.0,1,1,0
0.4,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,1,1,0
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,1,1,0
0.4,1.3,combine_sheets,2,Heating Element,15.0,1,1,0
0.4,1.3,cut_panel_to_size,1,Cutting Table,5.0,1,1,0
0.4,1.3,quality_control_check,1,Cutting Table,5.0,2,1,0
0.4,1.3,wrap_on_pallet,2,Pallet,2.0,2,1,0
5.0,1.3,cut_sheet_to_size,3,CNC Machine,10.0,1,1,0
5.0,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,1,1,0
5.0,1.3,add_attachment_to_sheet,3,Cutting Table,10.0,2,1,0
5.0,1.3,apply_indents_to_sheet,2,Indenting Machine,9.0,2,1,0
5.0,1.3,combine_sheets,2,Heating Element,18.0,2,1,0
5.0,1.3,cut_panel_to_size,1,Cutting Table,5.0,2,1,0
5.0,1.3,quality_control_check,1,Cutting Table,5.0,2,1,0
5.0,1.3,wrap_on_pallet,2,Pallet,2.0,2,1,0
5.0,1.3,cut_sheet_to_size,3,CNC Machine,10.0,2,1,0
5.0,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,2,1,0
5.0,1.3,add_attachment_to_sheet,1,Cutting Table,8.0,2,1,0
5.0,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,2,1,0
5.0,1.3,combine_sheets,2,Heating Element,15.0,2,1,0
5.0,1.3,cut_panel_to_size,2,Cutting Table,5.0,3,1,0
5.0,1.3,quality_control_check,1,Cutting Table,7.0,3,1,0
5.0,1.3,wrap_on_pallet,3,Pallet,3.0,3,1,0
5.0,1.3,cut_sheet_to_size,3,CNC Machine,9.0,3,1,0
5.0,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,3,1,0
5.0,1.3,add_attachment_to_sheet,1,Cutting Table,9.0,3,1,0
5.0,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,3,1,0
5.0,1.3,combine_sheets,2,Heating Element,15.0,4,1,0
5.0,1.3,cut_panel_to_size,1,Cutting Table,5.0,4,1,0
5.0,1.3,quality_control_check,1,Cutting Table,5.0,4,1,0
5.0,1.3,wrap_on_pallet,2,Pallet,2.0,4,1,0
5.0,1.3,cut_sheet_to_size,1,CNC Machine,10.0,2,1,0
5.0,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,2,1,0
5.0,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,2,1,0
5.0,1.3,apply_indents_to_sheet,2,Indenting Machine,9.0,3,1,0
5.0,1.3,combine_sheets,2,Heating Element,21.0,3,1,0
5.0,1.3,cut_panel_to_size,1,Cutting Table,5.0,3,1,0
5.0,1.3,quality_control_check,1,Cutting Table,5.0,3,1,0
5.0,1.3,wrap_on_pallet,2,Pallet,2.0,3,1,0
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,3,1,0
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,3,1,0
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,4,1,0
0.2,2.3,apply_indents_to_sheet,4,Indenting Machine,8.0,4,1,0
0.2,2.3,combine_sheets,3,Heating Element,15.0,4,1,0
0.2,2.3,cut_panel_to_size,2,Cutting Table,5.0,5,1,0
0.2,2.3,quality_control_check,1,Cutting Table,5.0,5,1,0
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,5,1,0
0.2,2.3,cut_sheet_to_size,2,CNC Machine,10.0,5,1,0
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,5,1,0
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,5,1,0
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,11.0,5,1,0
0.2,2.3,combine_sheets,3,Heating Element,15.0,5,1,0
0.2,2.3,cut_panel_to_size,1,Cutting Table,5.0,5,1,0
0.2,2.3,quality_control_check,1,Cutting Table,5.0,5,1,0
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,6,1,0
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,5,1,0
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,6.0,5,1,0
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,5,1,0
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,8.0,5,1,0
0.2,2.3,combine_sheets,4,Heating Element,15.0,6,1,0
0.2,2.3,cut_panel_to_size,1,Cutting Table,7.0,6,1,0
0.2,2.3,quality_control_check,2,Cutting Table,5.0,6,1,0
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,6,1,0
0.2,2.3,cut_sheet_to_size,1,CNC Machine,11.0,6,1,0
0.2,2.3,cut_sheet_of_larger_size,2,CNC Machine,5.0,6,1,0
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,6,1,0
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,8.0,6,1,0
0.2,2.3,combine_sheets,2,Heating Element,15.0,6,1,0
0.2,2.3,cut_panel_to_size,3,Cutting Table,5.0,7,1,0
0.2,2.3,quality_control_check,1,Cutting Table,7.0,7,1,0
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,7,1,0
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,6,1,0
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,4.0,6,1,0
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,14.0,6,1,0
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,12.0,6,1,0
0.2,2.3,combine_sheets,3,Heating Element,15.0,7,1,0
0.2,2.3,cut_panel_to_size,1,Cutting Table,5.0,7,1,0
0.2,2.3,quality_control_check,1,Cutting Table,5.0,7,1,0
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,7,1,0
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,7,1,0
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,7,1,0
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,7,1,0
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,8.0,7,1,0
0.2,2.3,combine_sheets,2,Heating Element,15.0,8,1,0
0.2,2.3,cut_panel_to_size,3,Cutting Table,6.0,8,1,0
0.2,2.3,quality_control_check,1,Cutting Table,5.0,8,1,0
0.2,2.3,wrap_on_pallet,3,Pallet,2.0,8,1,0
0.2,2.3,cut_sheet_to_size,2,CNC Machine,10.0,7,1,0
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,7.0,7,1,0
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,7,1,0
0.2,2.3,apply_indents_to_sheet,4,Indenting Machine,8.0,8,1,0
0.2,2.3,combine_sheets,2,Heating Element,13.0,8,1,0
0.2,2.3,cut_panel_to_size,1,Cutting Table,5.0,9,1,0
0.2,2.3,quality_control_check,1,Cutting Table,5.0,9,1,0
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,9,1,0
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,7,1,0
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,7,1,0
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,11.0,8,1,0
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,8.0,8,1,0
0.2,2.3,combine_sheets,2,Heating Element,15.0,9,1,0
0.2,2.3,cut_panel_to_size,1,Cutting Table,7.0,9,1,0
0.2,2.3,quality_control_check,1,Cutting Table,5.0,9,1,0
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,9,1,0
5.6,4.0,cut_sheet_to_size,1,CNC Machine,10.0,8,1,0
5.6,4.0,cut_sheet_of_larger_size,2,CNC Machine,5.0,9,1,0
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,9,1,0
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,9.0,9,1,0
5.6,4.0,combine_sheets,3,Heating Element,15.0,9,1,0
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,10,1,0
5.6,4.0,quality_control_check,1,Cutting Table,7.0,10,1,0
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,10,1,0
5.6,4.0,cut_sheet_to_size,1,CNC Machine,10.0,8,1,0
5.6,4.0,cut_sheet_of_larger_size,1,CNC Machine,7.0,8,1,0
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,8,1,0
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,9,1,0
5.6,4.0,combine_sheets,4,Heating Element,15.0,10,1,0
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,10,1,0
5.6,4.0,quality_control_check,1,Cutting Table,5.0,10,1,0
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,10,1,0
5.6,4.0,cut_sheet_to_size,1,CNC Machine,8.0,10,1,0
5.6,4.0,cut_sheet_of_larger_size,1,CNC Machine,6.0,10,1,0
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,10,1,0
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,10,1,0
5.6,4.0,combine_sheets,2,Heating Element,15.0,10,1,0
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,11,1,0
5.6,4.0,quality_control_check,1,Cutting Table,5.0,11,1,0
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,11,1,0
5.6,4.0,cut_sheet_to_size,1,CNC Machine,10.0,10,1,0
5.6,4.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,10,1,0
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,10,1,0
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,10,1,0
5.6,4.0,combine_sheets,2,Heating Element,15.0,11,1,0
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,11,1,0
5.6,4.0,quality_control_check,1,Cutting Table,5.0,11,1,0
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,11,1,0
5.6,4.0,cut_sheet_to_size,1,CNC Machine,15.0,11,1,0
5.6,4.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,11,1,0
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,11,1,0
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,12.0,11,1,0
5.6,4.0,combine_sheets,2,Heating Element,19.0,11,1,0
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,12,1,0
5.6,4.0,quality_control_check,1,Cutting Table,6.0,12,1,0
5.6,4.0,wrap_on_pallet,3,Pallet,2.0,12,1,0
5.6,4.0,cut_sheet_to_size,2,CNC Machine,10.0,11,1,0
5.6,4.0,cut_sheet_of_larger_size,2,CNC Machine,5.0,11,1,0
5.6,4.0,add_attachment_to_sheet,3,Cutting Table,10.0,12,1,0
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,12,1,0
5.6,4.0,combine_sheets,2,Heating Element,15.0,12,1,0
5.6,4.0,cut_panel_to_size,2,Cutting Table,7.0,12,1,0
5.6,4.0,quality_control_check,1,Cutting Table,5.0,12,1,0
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,13,1,0
5.6,4.0,cut_sheet_to_size,1,CNC Machine,10.0,11,1,0
5.6,4.0,cut_sheet_of_larger_size,2,CNC Machine,7.0,11,1,0
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,12,1,0
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,12,1,0
5.6,4.0,combine_sheets,2,Heating Element,15.0,12,1,0
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,12,1,0
5.6,4.0,quality_control_check,3,Cutting Table,4.0,12,1,0
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,12,1,0
3.3,4.7,cut_sheet_to_size,3,CNC Machine,10.0,13,1,0
3.3,4.7,cut_sheet_of_larger_size,3,CNC Machine,5.0,13,1,0
3.3,4.7,add_attachment_to_sheet,3,Cutting Table,10.0,13,1,0
3.3,4.7,apply_indents_to_sheet,2,Indenting Machine,8.0,13,1,0
3.3,4.7,combine_sheets,2,Heating Element,15.0,13,1,0
3.3,4.7,cut_panel_to_size,1,Cutting Table,5.0,13,1,0
3.3,4.7,quality_control_check,1,Cutting Table,5.0,13,1,0
3.3,4.7,wrap_on_pallet,2,Pallet,2.0,13,1,0
3.3,4.7,cut_sheet_to_size,1,CNC Machine,10.0,13,1,0
3.3,4.7,cut_sheet_of_larger_size,1,CNC Machine,4.0,13,1,0
3.3,4.7,add_attachment_to_sheet,1,Cutting Table,10.0,13,1,0
3.3,4.7,apply_indents_to_sheet,2,Indenting Machine,8.0,13,1,0
3.3,4.7,combine_sheets,2,Heating Element,15.0,13,1,0
3.3,4.7,cut_panel_to_size,1,Cutting Table,5.0,14,1,0
3.3,4.7,quality_control_check,1,Cutting Table,5.0,14,1,0
3.3,4.7,wrap_on_pallet,2,Pallet,2.0,14,1,0
3.3,4.7,cut_sheet_to_size,1,CNC Machine,15.0,13,1,0
3.3,4.7,cut_sheet_of_larger_size,1,CNC Machine,5.0,13,1,0
3.3,4.7,add_attachment_to_sheet,2,Cutting Table,10.0,14,1,0
3.3,4.7,apply_indents_to_sheet,3,Indenting Machine,8.0,14,1,0
3.3,4.7,combine_sheets,2,Heating Element,15.0,14,1,0
3.3,4.7,cut_panel_to_size,1,Cutting Table,5.0,14,1,0
3.3,4.7,quality_control_check,1,Cutting Table,4.0,14,1,0
3.3,4.7,wrap_on_pallet,2,Pallet,2.0,14,1,0
3.3,4.7,cut_sheet_to_size,1,CNC Machine,10.0,13,1,0
3.3,4.7,cut_sheet_of_larger_size,3,CNC Machine,7.0,14,1,0
3.3,4.7,add_attachment_to_sheet,1,Cutting Table,13.0,14,1,0
3.3,4.7,apply_indents_to_sheet,3,Indenting Machine,8.0,14,1,0
3.3,4.7,combine_sheets,2,Heating Element,15.0,14,1,0
3.3,4.7,cut_panel_to_size,1,Cutting Table,5.0,15,1,0
3.3,4.7,quality_control_check,1,Cutting Table,5.0,15,1,0
3.3,4.7,wrap_on_pallet,2,Pallet,2.0,15,1,0
3.3,4.7,cut_sheet_to_size,1,CNC Machine,10.0,15,1,0
3.3,4.7,cut_sheet_of_larger_size,1,CNC Machine,5.0,15,1,0
3.3,4.7,add_attachment_to_sheet,1,Cutting Table,10.0,15,1,0
3.3,4.7,apply_indents_to_sheet,2,Indenting Machine,7.0,15,1,0
3.3,4.7,combine_sheets,3,Heating Element,14.0,15,1,0
3.3,4.7,cut_panel_to_size,1,Cutting Table,5.0,15,1,0
3.3,4.7,quality_control_check,1,Cutting Table,5.0,15,1,0
3.3,4.7,wrap_on_pallet,2,Pallet,2.0,15,1,0
0.9,4.0,cut_sheet_to_size,1,CNC Machine,10.0,15,1,0
0.9,4.0,cut_sheet_of_larger_size,2,CNC Machine,5.0,15,1,0
0.9,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,15,1,0
0.9,4.0,apply_indents_to_sheet,3,Indenting Machine,12.0,15,1,0
0.9,4.0,combine_sheets,2,Heating Element,15.0,16,1,0
0.9,4.0,cut_panel_to_size,1,Cutting Table,5.0,16,1,0
0.9,4.0,quality_control_check,1,Cutting Table,5.0,16,1,0
0.9,4.0,wrap_on_pallet,2,Pallet,2.0,16,1,0
0.9,4.0,cut_sheet_to_size,2,CNC Machine,10.0,16,1,0
0.9,4.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,16,1,0
0.9,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,16,1,0
0.9,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,16,1,0
0.9,4.0,combine_sheets,2,Heating Element,15.0,16,1,0
0.9,4.0,cut_panel_to_size,1,Cutting Table,5.0,17,1,0
0.9,4.0,quality_control_check,1,Cutting Table,5.0,17,1,0
0.9,4.0,wrap_on_pallet,2,Pallet,2.0,17,1,0
0.9,4.0,cut_sheet_to_size,1,CNC Machine,10.0,16,1,0
0.9,4.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,16,1,0
0.9,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,16,1,0
0.9,4.0,apply_indents_to_sheet,2,Indenting Machine,7.0,16,1,0
0.9,4.0,combine_sheets,2,Heating Element,15.0,16,1,0
0.9,4.0,cut_panel_to_size,3,Cutting Table,5.0,17,1,0
0.9,4.0,quality_control_check,1,Cutting Table,6.0,17,1,0
0.9,4.0,wrap_on_pallet,2,Pallet,2.0,17,1,0
0.9,4.0,cut_sheet_to_size,1,CNC Machine,10.0,17,1,0
0.9,4.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,17,1,0
0.9,4.0,add_attachment_to_sheet,2,Cutting Table,10.0,17,1,0
0.9,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,17,1,0
0.9,4.0,combine_sheets,3,Heating Element,15.0,17,1,0
0.9,4.0,cut_panel_to_size,3,Cutting Table,6.0,18,1,0
0.9,4.0,quality_control_check,1,Cutting Table,5.0,18,1,0
0.9,4.0,wrap_on_pallet,2,Pallet,2.0,18,1,0
0.9,4.0,cut_sheet_to_size,1,CNC Machine,14.0,17,1,0
0.9,4.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,17,1,0
0.9,4.0,add_attachment_to_sheet,3,Cutting Table,10.0,18,1,0
0.9,4.0,apply_indents_to_sheet,3,Indenting Machine,8.0,18,1,0
0.9,4.0,combine_sheets,2,Heating Element,15.0,18,1,0
0.9,4.0,cut_panel_to_size,1,Cutting Table,5.0,18,1,0
0.9,4.0,quality_control_check,1,Cutting Table,5.0,18,1,0
0.9,4.0,wrap_on_pallet,2,Pallet,3.0,19,1,0
0.9,4.0,cut_sheet_to_size,1,CNC Machine,10.0,17,1,0
0.9,4.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,17,1,0
0.9,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,17,1,0
0.9,4.0,apply_indents_to_sheet,4,Indenting Machine,11.0,19,1,0
0.9,4.0,combine_sheets,2,Heating Element,21.0,19,1,0
0.9,4.0,cut_panel_to_size,3,Cutting Table,5.0,19,1,0
0.9,4.0,quality_control_check,1,Cutting Table,5.0,19,1,0
0.9,4.0,wrap_on_pallet,4,Pallet,2.0,19,1,0
0.6,5.4,cut_sheet_to_size,1,CNC Machine,11.0,17,4,0
0.6,5.4,cut_sheet_of_larger_size,1,CNC Machine,5.0,17,4,0
0.6,5.4,add_attachment_to_sheet,1,Cutting Table,13.0,17,4,0
0.6,5.4,apply_indents_to_sheet,2,Indenting Machine,8.0,18,4,0
0.6,5.4,combine_sheets,2,Heating Element,19.0,18,4,0
0.6,5.4,cut_panel_to_size,1,Cutting Table,5.0,18,4,0
0.6,5.4,quality_control_check,1,Cutting Table,5.0,18,4,0
0.6,5.4,wrap_on_pallet,2,Pallet,2.0,18,4,0
0.6,5.4,cut_sheet_to_size,1,CNC Machine,10.0,18,4,0
0.6,5.4,cut_sheet_of_larger_size,3,CNC Machine,5.0,18,4,0
0.6,5.4,add_attachment_to_sheet,1,Cutting Table,10.0,18,4,0
0.6,5.4,apply_indents_to_sheet,3,Indenting Machine,8.0,18,4,0
0.6,5.4,combine_sheets,2,Heating Element,15.0,19,4,0
0.6,5.4,cut_panel_to_size,1,Cutting Table,6.0,19,4,0
