data_id,order_id,process_id,datetime_started,datetime_ended,ordered_datetime,ordered_height,ordered_width,number_ordered,process_name,equipment_required,num_staff_required,equipment_id,equipment_name
99,1,3,2025-01-20 23:37:54,2025-01-20 23:47:54,2025-01-17 13:31:54,0.4,1.3,15,add_attachment_to_sheet,Cutting Table,1,CT004,Cutting Table
100,1,4,2025-01-21 00:02:54,2025-01-21 00:10:54,2025-01-17 13:31:54,0.4,1.3,15,apply_indents_to_sheet,Indenting Machine,2,IM001,Indenting Machine
101,1,5,2025-01-21 00:10:54,2025-01-21 00:29:54,2025-01-17 13:31:54,0.4,1.3,15,combine_sheets,Heating Element,2,HE001,Heating Element
102,1,6,2025-01-21 00:29:54,2025-01-21 00:34:54,2025-01-17 13:31:54,0.4,1.3,15,cut_panel_to_size,Cutting Table,1,CT003,Cutting Table
103,1,7,2025-01-21 00:34:54,2025-01-21 00:39:54,2025-01-17 13:31:54,0.4,1.3,15,quality_control_check,Cutting Table,1,CT004,Cutting Table
104,1,8,2025-01-21 00:39:54,2025-01-21 00:41:54,2025-01-17 13:31:54,0.4,1.3,15,wrap_on_pallet,Pallet,2,PAL004,Pallet
105,1,1,2025-01-21 00:31:54,2025-01-21 00:41:54,2025-01-17 13:31:54,0.4,1.3,15,cut_sheet_to_size,CNC Machine,1,CNC001,CNC Machine
106,1,2,2025-01-21 00:41:54,2025-01-21 00:46:54,2025-01-17 13:31:54,0.4,1.3,15,cut_sheet_of_larger_size,CNC Machine,1,CNC001,CNC Machine
107,1,3,2025-01-21 00:46:54,2025-01-21 00:56:54,2025-01-17 13:31:54,0.4,1.3,15,add_attachment_to_sheet,Cutting Table,3,CT001,Cutting Table
108,1,4,2025-01-21 00:56:54,2025-01-21 01:07:54,2025-01-17 13:31:54,0.4,1.3,15,apply_indents_to_sheet,Indenting Machine,2,IM001,Indenting Machine
109,1,5,2025-01-21 01:07:54,2025-01-21 01:22:54,2025-01-17 13:31:54,0.4,1.3,15,combine_sheets,Heating Element,2,HE003,Heating Element
110,1,6,2025-01-21 01:22:54,2025-01-21 01:27:54,2025-01-17 13:31:54,0.4,1.3,15,cut_panel_to_size,Cutting Table,1,CT002,Cutting Table
111,1,7,2025-01-21 01:27:54,2025-01-21 01:32:54,2025-01-17 13:31:54,0.4,1.3,15,quality_control_check,Cutting Table,1,CT002,Cutting Table
112,1,8,2025-01-21 01:32:54,2025-01-21 01:35:54,2025-01-17 13:31:54,0.4,1.3,15,wrap_on_pallet,Pallet,2,PAL001,Pallet
113,1,1,2025-01-21 01:01:54,2025-01-21 01:16:54,2025-01-17 13:31:54,0.4,1.3,15,cut_sheet_to_size,CNC Machine,1,CNC002,CNC Machine
114,1,2,2025-01-21 01:16:54,2025-01-21 01:22:54,2025-01-17 13:31:54,0.4,1.3,15,cut_sheet_of_larger_size,CNC Machine,1,CNC001,CNC Machine
115,1,3,2025-01-21 01:22:54,2025-01-21 01:32:54,2025-01-17 13:31:54,0.4,1.3,15,add_attachment_to_sheet,Cutting Table,1,CT003,Cutting Table
116,1,4,2025-01-21 01:32:54,2025-01-21 01:40:54,2025-01-17 13:31:54,0.4,1.3,15,apply_indents_to_sheet,Indenting Machine,2,IM002,Indenting Machine
117,1,5,2025-01-21 01:40:54,2025-01-21 01:55:54,2025-01-17 13:31:54,0.4,1.3,15,combine_sheets,Heating Element,2,HE003,Heating Element
118,1,6,2025-01-21 01:55:54,2025-01-21 02:00:54,2025-01-17 13:31:54,0.4,1.3,15,cut_panel_to_size,Cutting Table,1,CT002,Cutting Table
119,1,7,2025-01-21 02:00:54,2025-01-21 02:05:54,2025-01-17 13:31:54,0.4,1.3,15,quality_control_check,Cutting Table,1,CT001,Cutting Table
120,1,8,2025-01-21 02:05:54,2025-01-21 02:07:54,2025-01-17 13:31:54,0.4,1.3,15,wrap_on_pallet,Pallet,2,PAL005,Pallet
121,2,1,2025-01-21 01:46:54,2025-01-21 01:56:54,2024-05-28 13:31:54,5.0,1.3,4,cut_sheet_to_size,CNC Machine,3,CNC002,CNC Machine
122,2,2,2025-01-21 01:56:54,2025-01-21 02:01:54,2024-05-28 13:31:54,5.0,1.3,4,cut_sheet_of_larger_size,CNC Machine,1,CNC001,CNC Machine
123,2,3,2025-01-21 02:01:54,2025-01-21 02:11:54,2024-05-28 13:31:54,5.0,1.3,4,add_attachment_to_sheet,Cutting Table,3,CT003,Cutting Table
124,2,4,2025-01-21 02:11:54,2025-01-21 02:20:54,2024-05-28 13:31:54,5.0,1.3,4,apply_indents_to_sheet,Indenting Machine,2,IM001,Indenting Machine
125,2,5,2025-01-21 02:20:54,2025-01-21 02:38:54,2024-05-28 13:31:54,5.0,1.3,4,combine_sheets,Heating Element,2,HE002,Heating Element
126,2,6,2025-01-21 02:38:54,2025-01-21 02:43:54,2024-05-28 13:31:54,5.0,1.3,4,cut_panel_to_size,Cutting Table,1,CT003,Cutting Table
127,2,7,2025-01-21 02:43:54,2025-01-21 02:48:54,2024-05-28 13:31:54,5.0,1.3,4,quality_control_check,Cutting Table,1,CT003,Cutting Table
128,2,8,2025-01-21 02:48:54,2025-01-21 02:50:54,2024-05-28 13:31:54,5.0,1.3,4,wrap_on_pallet,Pallet,2,PAL003,Pallet
129,2,1,2025-01-21 02:16:54,2025-01-21 02:26:54,2024-05-28 13:31:54,5.0,1.3,4,cut_sheet_to_size,CNC Machine,3,CNC003,CNC Machine
130,2,2,2025-01-21 02:26:54,2025-01-21 02:31:54,2024-05-28 13:31:54,5.0,1.3,4,cut_sheet_of_larger_size,CNC Machine,1,CNC002,CNC Machine
131,2,3,2025-01-21 02:31:54,2025-01-21 02:39:54,2024-05-28 13:31:54,5.0,1.3,4,add_attachment_to_sheet,Cutting Table,1,CT002,Cutting Table
132,2,4,2025-01-21 02:39:54,2025-01-21 02:47:54,2024-05-28 13:31:54,5.0,1.3,4,apply_indents_to_sheet,Indenting Machine,2,IM002,Indenting Machine
133,2,5,2025-01-21 02:47:54,2025-01-21 03:02:54,2024-05-28 13:31:54,5.0,1.3,4,combine_sheets,Heating Element,2,HE002,Heating Element
134,2,6,2025-01-21 03:02:54,2025-01-21 03:07:54,2024-05-28 13:31:54,5.0,1.3,4,cut_panel_to_size,Cutting Table,2,CT003,Cutting Table
135,2,7,2025-01-21 03:07:54,2025-01-21 03:14:54,2024-05-28 13:31:54,5.0,1.3,4,quality_control_check,Cutting Table,1,CT004,Cutting Table
136,2,8,2025-01-21 03:14:54,2025-01-21 03:17:54,2024-05-28 13:31:54,5.0,1.3,4,wrap_on_pallet,Pallet,3,PAL002,Pallet
137,2,1,2025-01-21 03:31:54,2025-01-21 03:40:54,2024-05-28 13:31:54,5.0,1.3,4,cut_sheet_to_size,CNC Machine,3,CNC001,CNC Machine
138,2,2,2025-01-21 03:40:54,2025-01-21 03:45:54,2024-05-28 13:31:54,5.0,1.3,4,cut_sheet_of_larger_size,CNC Machine,1,CNC002,CNC Machine
139,2,3,2025-01-21 03:45:54,2025-01-21 03:54:54,2024-05-28 13:31:54,5.0,1.3,4,add_attachment_to_sheet,Cutting Table,1,CT003,Cutting Table
140,2,4,2025-01-21 03:54:54,2025-01-21 04:02:54,2024-05-28 13:31:54,5.0,1.3,4,apply_indents_to_sheet,Indenting Machine,2,IM001,Indenting Machine
141,2,5,2025-01-21 04:02:54,2025-01-21 04:17:54,2024-05-28 13:31:54,5.0,1.3,4,combine_sheets,Heating Element,2,HE002,Heating Element
142,2,6,2025-01-21 04:17:54,2025-01-21 04:22:54,2024-05-28 13:31:54,5.0,1.3,4,cut_panel_to_size,Cutting Table,1,CT003,Cutting Table
143,2,7,2025-01-21 04:22:54,2025-01-21 04:27:54,2024-05-28 13:31:54,5.0,1.3,4,quality_control_check,Cutting Table,1,CT002,Cutting Table
144,2,8,2025-01-21 04:27:54,2025-01-21 04:29:54,2024-05-28 13:31:54,5.0,1.3,4,wrap_on_pallet,Pallet,2,PAL003,Pallet
145,2,1,2025-01-21 02:31:54,2025-01-21 02:41:54,2024-05-28 13:31:54,5.0,1.3,4,cut_sheet_to_size,CNC Machine,1,CNC001,CNC Machine
146,2,2,2025-01-21 02:41:54,2025-01-21 02:46:54,2024-05-28 13:31:54,5.0,1.3,4,cut_sheet_of_larger_size,CNC Machine,1,CNC003,CNC Machine
147,2,3,2025-01-21 02:46:54,2025-01-21 02:56:54,2024-05-28 13:31:54,5.0,1.3,4,add_attachment_to_sheet,Cutting Table,1,CT002,Cutting Table
148,2,4,2025-01-21 03:11:54,2025-01-21 03:20:54,2024-05-28 13:31:54,5.0,1.3,4,apply_indents_to_sheet,Indenting Machine,2,IM001,Indenting Machine
149,2,5,2025-01-21 03:20:54,2025-01-21 03:41:54,2024-05-28 13:31:54,5.0,1.3,4,combine_sheets,Heating Element,2,HE002,Heating Element
150,2,6,2025-01-21 03:41:54,2025-01-21 03:46:54,2024-05-28 13:31:54,5.0,1.3,4,cut_panel_to_size,Cutting Table,1,CT004,Cutting Table
151,2,7,2025-01-21 03:46:54,2025-01-21 03:51:54,2024-05-28 13:31:54,5.0,1.3,4,quality_control_check,Cutting Table,1,CT002,Cutting Table
152,2,8,2025-01-21 03:51:54,2025-01-21 03:53:54,2024-05-28 13:31:54,5.0,1.3,4,wrap_on_pallet,Pallet,2,PAL001,Pallet
153,3,1,2025-01-21 03:46:54,2025-01-21 03:56:54,2024-07-30 13:31:54,0.2,2.3,8,cut_sheet_to_size,CNC Machine,1,CNC001,CNC Machine
154,3,2,2025-01-21 03:56:54,2025-01-21 04:01:54,2024-07-30 13:31:54,0.2,2.3,8,cut_sheet_of_larger_size,CNC Machine,1,CNC002,CNC Machine
155,3,3,2025-01-21 04:01:54,2025-01-21 04:11:54,2024-07-30 13:31:54,0.2,2.3,8,add_attachment_to_sheet,Cutting Table,1,CT004,Cutting Table
156,3,4,2025-01-21 04:41:54,2025-01-21 04:49:54,2024-07-30 13:31:54,0.2,2.3,8,apply_indents_to_sheet,Indenting Machine,4,IM002,Indenting Machine
157,3,5,2025-01-21 04:49:54,2025-01-21 05:04:54,2024-07-30 13:31:54,0.2,2.3,8,combine_sheets,Heating Element,3,HE002,Heating Element
158,3,6,2025-01-21 05:04:54,2025-01-21 05:09:54,2024-07-30 13:31:54,0.2,2.3,8,cut_panel_to_size,Cutting Table,2,CT002,Cutting Table
159,3,7,2025-01-21 05:09:54,2025-01-21 05:14:54,2024-07-30 13:31:54,0.2,2.3,8,quality_control_check,Cutting Table,1,CT001,Cutting Table
160,3,8,2025-01-21 05:14:54,2025-01-21 05:16:54,2024-07-30 13:31:54,0.2,2.3,8,wrap_on_pallet,Pallet,2,PAL001,Pallet
161,3,1,2025-01-21 05:01:54,2025-01-21 05:11:54,2024-07-30 13:31:54,0.2,2.3,8,cut_sheet_to_size,CNC Machine,2,CNC003,CNC Machine
162,3,2,2025-01-21 05:11:54,2025-01-21 05:16:54,2024-07-30 13:31:54,0.2,2.3,8,cut_sheet_of_larger_size,CNC Machine,1,CNC001,CNC Machine
