ordered_height,ordered_width,process_name,num_staff_required,equipment_name,process_duration_minutes,hour_started,day_of_week,is_weekend,cluster,anomaly,is_anomaly,anomaly_score
0.4,1.3,wrap_on_pallet,2,Pallet,2.0,20,0,0,0,1,0,-0.06153792609422226
0.4,1.3,cut_sheet_to_size,1,CNC Machine,10.0,18,0,0,0,1,0,-0.09013910139876258
0.4,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,18,0,0,0,1,0,-0.10153970673587154
0.4,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,19,0,0,1,1,0,-0.09080009594035343
0.4,1.3,apply_indents_to_sheet,4,Indenting Machine,8.0,20,0,0,2,-1,1,0.0052459402213184125
0.4,1.3,combine_sheets,2,Heating Element,15.0,20,0,0,2,1,0,-0.05724953244937703
0.4,1.3,cut_panel_to_size,1,Cutting Table,5.0,21,0,0,1,1,0,-0.09590449307477067
0.4,1.3,quality_control_check,1,Cutting Table,5.0,21,0,0,1,1,0,-0.09590449307477067
0.4,1.3,wrap_on_pallet,3,Pallet,2.0,21,0,0,0,1,0,-0.026119657251093997
0.4,1.3,cut_sheet_to_size,1,CNC Machine,10.0,20,0,0,0,1,0,-0.09219299287085947
0.4,1.3,cut_sheet_of_larger_size,1,CNC Machine,7.0,20,0,0,0,1,0,-0.09799237762535451
0.4,1.3,add_attachment_to_sheet,2,Cutting Table,10.0,21,0,0,1,1,0,-0.07907885830554484
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,21,0,0,2,1,0,-0.08719227355587
0.4,1.3,combine_sheets,2,Heating Element,15.0,21,0,0,2,1,0,-0.05406223794436049
0.4,1.3,cut_panel_to_size,3,Cutting Table,5.0,21,0,0,1,1,0,-0.04818000221731766
0.4,1.3,quality_control_check,1,Cutting Table,7.0,21,0,0,1,1,0,-0.09188204087555618
0.4,1.3,wrap_on_pallet,4,Pallet,2.0,21,0,0,2,-1,1,0.027812733309600657
0.4,1.3,cut_sheet_to_size,1,CNC Machine,10.0,21,0,0,0,1,0,-0.08601132634603137
0.4,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,21,0,0,0,1,0,-0.09590449307477067
0.4,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,21,0,0,1,1,0,-0.08601132634603137
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,6.0,21,0,0,2,1,0,-0.08797098268569059
0.4,1.3,combine_sheets,2,Heating Element,15.0,22,0,0,2,1,0,-0.04599638647763116
0.4,1.3,cut_panel_to_size,1,Cutting Table,6.0,22,0,0,1,1,0,-0.08900017805287674
0.4,1.3,quality_control_check,1,Cutting Table,5.0,22,0,0,1,1,0,-0.09047417323053708
0.4,1.3,wrap_on_pallet,3,Pallet,2.0,22,0,0,0,1,0,-0.026504279143049536
0.4,1.3,cut_sheet_to_size,2,CNC Machine,12.0,22,0,0,0,1,0,-0.06186081623287254
0.4,1.3,cut_sheet_of_larger_size,1,CNC Machine,7.0,22,0,0,0,1,0,-0.08444127615768893
0.4,1.3,add_attachment_to_sheet,1,Cutting Table,13.0,22,0,0,1,1,0,-0.04992951427735104
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,11.0,22,0,0,2,1,0,-0.07146663749552884
0.4,1.3,combine_sheets,4,Heating Element,15.0,22,0,0,2,-1,1,0.022976132789080617
0.4,1.3,cut_panel_to_size,1,Cutting Table,5.0,22,0,0,1,1,0,-0.09047417323053708
0.4,1.3,quality_control_check,1,Cutting Table,5.0,23,0,0,1,1,0,-0.08770504990188988
0.4,1.3,wrap_on_pallet,2,Pallet,2.0,23,0,0,0,1,0,-0.050835453715767476
0.4,1.3,cut_sheet_to_size,1,CNC Machine,10.0,22,0,0,0,1,0,-0.07813425951045738
0.4,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,22,0,0,0,1,0,-0.09047417323053708
0.4,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,22,0,0,1,1,0,-0.07813425951045738
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,23,0,0,2,1,0,-0.08101685090993771
0.4,1.3,combine_sheets,2,Heating Element,22.0,23,0,0,2,-1,1,0.0162409660446734
0.4,1.3,cut_panel_to_size,1,Cutting Table,6.0,23,0,0,1,1,0,-0.0876686113567251
0.4,1.3,quality_control_check,1,Cutting Table,5.0,23,0,0,1,1,0,-0.08770504990188988
0.4,1.3,wrap_on_pallet,2,Pallet,2.0,23,0,0,0,1,0,-0.050835453715767476
0.4,1.3,cut_sheet_to_size,1,CNC Machine,10.0,22,0,0,0,1,0,-0.07813425951045738
0.4,1.3,cut_sheet_of_larger_size,2,CNC Machine,5.0,23,0,0,0,1,0,-0.07760475268815581
0.4,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,23,0,0,1,1,0,-0.07850825135547135
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,23,0,0,2,1,0,-0.08101685090993771
0.4,1.3,combine_sheets,2,Heating Element,18.0,23,0,0,2,1,0,-0.009866647218649272
0.4,1.3,cut_panel_to_size,2,Cutting Table,5.0,23,0,0,1,1,0,-0.07760475268815581
0.4,1.3,quality_control_check,3,Cutting Table,5.0,23,0,0,1,1,0,-0.04023274695053147
0.4,1.3,wrap_on_pallet,3,Pallet,2.0,0,1,0,0,1,0,-0.028036457353564415
0.4,1.3,cut_sheet_to_size,1,CNC Machine,15.0,23,0,0,0,1,0,-0.03527168778250067
0.4,1.3,cut_sheet_of_larger_size,3,CNC Machine,5.0,0,1,0,0,1,0,-0.05317603999477427
0.4,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,0,1,0,1,1,0,-0.08750722106363873
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,0,1,0,2,1,0,-0.0960126781419045
0.4,1.3,combine_sheets,2,Heating Element,16.0,0,1,0,2,1,0,-0.04790582184929104
0.4,1.3,cut_panel_to_size,1,Cutting Table,5.0,0,1,0,1,1,0,-0.09440349804731196
0.4,1.3,quality_control_check,1,Cutting Table,5.0,1,1,0,1,1,0,-0.10352705126920558
0.4,1.3,wrap_on_pallet,2,Pallet,2.0,1,1,0,0,1,0,-0.0793843438918157
0.4,1.3,cut_sheet_to_size,1,CNC Machine,14.0,23,0,0,0,1,0,-0.03949734920992154
0.4,1.3,cut_sheet_of_larger_size,1,CNC Machine,7.0,23,0,0,0,1,0,-0.0847391383153866
0.4,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,23,0,0,1,1,0,-0.07850825135547135
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,0,1,0,2,1,0,-0.0960126781419045
0.4,1.3,combine_sheets,2,Heating Element,19.0,0,1,0,2,1,0,-0.014844772328600042
0.4,1.3,cut_panel_to_size,1,Cutting Table,5.0,0,1,0,1,1,0,-0.09440349804731196
0.4,1.3,quality_control_check,1,Cutting Table,5.0,0,1,0,1,1,0,-0.09440349804731196
0.4,1.3,wrap_on_pallet,2,Pallet,2.0,0,1,0,0,1,0,-0.07247573650186545
0.4,1.3,cut_sheet_to_size,1,CNC Machine,10.0,0,1,0,0,1,0,-0.08750722106363873
0.4,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,0,1,0,0,1,0,-0.09440349804731196
0.4,1.3,add_attachment_to_sheet,3,Cutting Table,10.0,0,1,0,1,1,0,-0.058936393273949395
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,11.0,0,1,0,2,1,0,-0.08598530895205236
0.4,1.3,combine_sheets,2,Heating Element,15.0,1,1,0,2,1,0,-0.06578882582686618
0.4,1.3,cut_panel_to_size,1,Cutting Table,5.0,1,1,0,1,1,0,-0.10352705126920558
0.4,1.3,quality_control_check,1,Cutting Table,5.0,1,1,0,1,1,0,-0.10352705126920558
0.4,1.3,wrap_on_pallet,2,Pallet,3.0,1,1,0,0,1,0,-0.08256789282651467
0.4,1.3,cut_sheet_to_size,1,CNC Machine,15.0,1,1,0,0,1,0,-0.04918794479650479
0.4,1.3,cut_sheet_of_larger_size,1,CNC Machine,6.0,1,1,0,0,1,0,-0.10320952988921811
0.4,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,1,1,0,1,1,0,-0.09377780197132068
0.4,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,1,1,0,2,1,0,-0.10234595319999412
0.4,1.3,combine_sheets,2,Heating Element,15.0,1,1,0,2,1,0,-0.06578882582686618
0.4,1.3,cut_panel_to_size,1,Cutting Table,5.0,1,1,0,1,1,0,-0.10352705126920558
0.4,1.3,quality_control_check,1,Cutting Table,5.0,2,1,0,1,1,0,-0.1086867846435926
0.4,1.3,wrap_on_pallet,2,Pallet,2.0,2,1,0,0,1,0,-0.08151597584258485
5.0,1.3,cut_sheet_to_size,3,CNC Machine,10.0,1,1,0,0,1,0,-0.045096853515513846
5.0,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,1,1,0,0,1,0,-0.07989731513964793
5.0,1.3,add_attachment_to_sheet,3,Cutting Table,10.0,2,1,0,1,1,0,-0.049855822347977696
5.0,1.3,apply_indents_to_sheet,2,Indenting Machine,9.0,2,1,0,2,1,0,-0.08707004197936008
5.0,1.3,combine_sheets,2,Heating Element,18.0,2,1,0,2,1,0,-0.024191147290734127
5.0,1.3,cut_panel_to_size,1,Cutting Table,5.0,2,1,0,1,1,0,-0.08395826124362815
5.0,1.3,quality_control_check,1,Cutting Table,5.0,2,1,0,1,1,0,-0.08395826124362815
5.0,1.3,wrap_on_pallet,2,Pallet,2.0,2,1,0,0,1,0,-0.06891595623798197
5.0,1.3,cut_sheet_to_size,3,CNC Machine,10.0,2,1,0,0,1,0,-0.049855822347977696
5.0,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,2,1,0,0,1,0,-0.08395826124362815
5.0,1.3,add_attachment_to_sheet,1,Cutting Table,8.0,2,1,0,1,1,0,-0.0785461857884785
5.0,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,2,1,0,2,1,0,-0.087391134319878
5.0,1.3,combine_sheets,2,Heating Element,15.0,2,1,0,2,1,0,-0.05415721405279217
5.0,1.3,cut_panel_to_size,2,Cutting Table,5.0,3,1,0,1,1,0,-0.09717518561522576
5.0,1.3,quality_control_check,1,Cutting Table,7.0,3,1,0,1,1,0,-0.09162178038423285
5.0,1.3,wrap_on_pallet,3,Pallet,3.0,3,1,0,2,1,0,-0.030998111113810234
5.0,1.3,cut_sheet_to_size,3,CNC Machine,9.0,3,1,0,0,1,0,-0.05522474006852385
5.0,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,3,1,0,0,1,0,-0.09415296515823524
5.0,1.3,add_attachment_to_sheet,1,Cutting Table,9.0,3,1,0,1,1,0,-0.08781143393477309
5.0,1.3,apply_indents_to_sheet,2,Indenting Machine,8.0,3,1,0,2,1,0,-0.09546978151219399
5.0,1.3,combine_sheets,2,Heating Element,15.0,4,1,0,2,1,0,-0.0625614457965401
5.0,1.3,cut_panel_to_size,1,Cutting Table,5.0,4,1,0,1,1,0,-0.0950343034554102
5.0,1.3,quality_control_check,1,Cutting Table,5.0,4,1,0,1,1,0,-0.0950343034554102
5.0,1.3,wrap_on_pallet,2,Pallet,2.0,4,1,0,0,1,0,-0.07574837213791508
5.0,1.3,cut_sheet_to_size,1,CNC Machine,10.0,2,1,0,0,1,0,-0.07663712034507586
5.0,1.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,2,1,0,0,1,0,-0.08395826124362815
5.0,1.3,add_attachment_to_sheet,1,Cutting Table,10.0,2,1,0,1,1,0,-0.07663712034507586
5.0,1.3,apply_indents_to_sheet,2,Indenting Machine,9.0,3,1,0,2,1,0,-0.09508368878482615
5.0,1.3,combine_sheets,2,Heating Element,21.0,3,1,0,2,-1,1,0.0068997447237880705
5.0,1.3,cut_panel_to_size,1,Cutting Table,5.0,3,1,0,1,1,0,-0.09415296515823524
5.0,1.3,quality_control_check,1,Cutting Table,5.0,3,1,0,1,1,0,-0.09415296515823524
5.0,1.3,wrap_on_pallet,2,Pallet,2.0,3,1,0,0,1,0,-0.07475074006503457
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,3,1,0,0,1,0,-0.09849664698367488
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,3,1,0,0,1,0,-0.11005084240151763
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,4,1,0,1,1,0,-0.10225330017313589
0.2,2.3,apply_indents_to_sheet,4,Indenting Machine,8.0,4,1,0,2,1,0,-0.01656438262368487
0.2,2.3,combine_sheets,3,Heating Element,15.0,4,1,0,2,1,0,-0.042755833885876005
0.2,2.3,cut_panel_to_size,2,Cutting Table,5.0,5,1,0,1,1,0,-0.11519259189269798
0.2,2.3,quality_control_check,1,Cutting Table,5.0,5,1,0,1,1,0,-0.12252313976043167
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,5,1,0,0,1,0,-0.08604512027886402
0.2,2.3,cut_sheet_to_size,2,CNC Machine,10.0,5,1,0,0,1,0,-0.10427465611314501
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,5,1,0,0,1,0,-0.12252313976043167
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,5,1,0,1,1,0,-0.11298515069581
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,11.0,5,1,0,2,1,0,-0.10277957446561753
0.2,2.3,combine_sheets,3,Heating Element,15.0,5,1,0,2,1,0,-0.052161820931883374
0.2,2.3,cut_panel_to_size,1,Cutting Table,5.0,5,1,0,1,1,0,-0.12252313976043167
0.2,2.3,quality_control_check,1,Cutting Table,5.0,5,1,0,1,1,0,-0.12252313976043167
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,6,1,0,0,1,0,-0.08808239274142304
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,5,1,0,0,1,0,-0.11298515069581
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,6.0,5,1,0,0,1,0,-0.12421753255519336
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,5,1,0,1,1,0,-0.11298515069581
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,8.0,5,1,0,2,1,0,-0.11830431875922948
0.2,2.3,combine_sheets,4,Heating Element,15.0,6,1,0,2,1,0,-0.0019088334520123151
0.2,2.3,cut_panel_to_size,1,Cutting Table,7.0,6,1,0,1,1,0,-0.12743988032576536
0.2,2.3,quality_control_check,2,Cutting Table,5.0,6,1,0,1,1,0,-0.11810112836443121
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,6,1,0,0,1,0,-0.08808239274142304
0.2,2.3,cut_sheet_to_size,1,CNC Machine,11.0,6,1,0,0,1,0,-0.10877713721905058
0.2,2.3,cut_sheet_of_larger_size,2,CNC Machine,5.0,6,1,0,0,1,0,-0.11810112836443121
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,6,1,0,1,1,0,-0.11792721434581638
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,8.0,6,1,0,2,1,0,-0.1205526980444539
0.2,2.3,combine_sheets,2,Heating Element,15.0,6,1,0,2,1,0,-0.08558023816640303
0.2,2.3,cut_panel_to_size,3,Cutting Table,5.0,7,1,0,1,1,0,-0.08253235920964164
0.2,2.3,quality_control_check,1,Cutting Table,7.0,7,1,0,1,1,0,-0.12811953322279135
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,7,1,0,0,1,0,-0.09239675928377444
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,6,1,0,0,1,0,-0.11792721434581638
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,4.0,6,1,0,0,1,0,-0.11288240539861671
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,14.0,6,1,0,1,1,0,-0.0840496976473526
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,12.0,6,1,0,2,1,0,-0.10243850836413915
0.2,2.3,combine_sheets,3,Heating Element,15.0,7,1,0,2,1,0,-0.04665080006698219
0.2,2.3,cut_panel_to_size,1,Cutting Table,5.0,7,1,0,1,1,0,-0.12972631406732194
0.2,2.3,quality_control_check,1,Cutting Table,5.0,7,1,0,1,1,0,-0.12972631406732194
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,7,1,0,0,1,0,-0.09239675928377444
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,7,1,0,0,1,0,-0.11728295694329222
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,7,1,0,0,1,0,-0.12972631406732194
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,7,1,0,1,1,0,-0.11728295694329222
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,8.0,7,1,0,2,1,0,-0.12256799642600419
0.2,2.3,combine_sheets,2,Heating Element,15.0,8,1,0,2,1,0,-0.08353967353923675
0.2,2.3,cut_panel_to_size,3,Cutting Table,6.0,8,1,0,1,1,0,-0.08529793746324688
0.2,2.3,quality_control_check,1,Cutting Table,5.0,8,1,0,1,1,0,-0.12828742426677808
0.2,2.3,wrap_on_pallet,3,Pallet,2.0,8,1,0,0,1,0,-0.058218889364260784
0.2,2.3,cut_sheet_to_size,2,CNC Machine,10.0,7,1,0,0,1,0,-0.10663805542680682
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,7.0,7,1,0,0,1,0,-0.12811953322279135
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,10.0,7,1,0,1,1,0,-0.11728295694329222
0.2,2.3,apply_indents_to_sheet,4,Indenting Machine,8.0,8,1,0,2,1,0,-0.023991508767470693
0.2,2.3,combine_sheets,2,Heating Element,13.0,8,1,0,2,1,0,-0.0934691517312699
0.2,2.3,cut_panel_to_size,1,Cutting Table,5.0,9,1,0,1,1,0,-0.12434895038436222
0.2,2.3,quality_control_check,1,Cutting Table,5.0,9,1,0,1,1,0,-0.12434895038436222
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,9,1,0,0,1,0,-0.08978295363834699
0.2,2.3,cut_sheet_to_size,1,CNC Machine,10.0,7,1,0,0,1,0,-0.11728295694329222
0.2,2.3,cut_sheet_of_larger_size,1,CNC Machine,5.0,7,1,0,0,1,0,-0.12972631406732194
0.2,2.3,add_attachment_to_sheet,1,Cutting Table,11.0,8,1,0,1,1,0,-0.10381181436865389
0.2,2.3,apply_indents_to_sheet,2,Indenting Machine,8.0,8,1,0,2,1,0,-0.12421682092599762
0.2,2.3,combine_sheets,2,Heating Element,15.0,9,1,0,2,1,0,-0.0777597759234756
0.2,2.3,cut_panel_to_size,1,Cutting Table,7.0,9,1,0,1,1,0,-0.1206981046581091
0.2,2.3,quality_control_check,1,Cutting Table,5.0,9,1,0,1,1,0,-0.12434895038436222
0.2,2.3,wrap_on_pallet,2,Pallet,2.0,9,1,0,0,1,0,-0.08978295363834699
5.6,4.0,cut_sheet_to_size,1,CNC Machine,10.0,8,1,0,0,1,0,-0.1073372751445344
5.6,4.0,cut_sheet_of_larger_size,2,CNC Machine,5.0,9,1,0,0,1,0,-0.11267507505361984
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,9,1,0,1,1,0,-0.10672052269608195
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,9.0,9,1,0,2,1,0,-0.11332418459252191
5.6,4.0,combine_sheets,3,Heating Element,15.0,9,1,0,2,1,0,-0.037868160920127236
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,10,1,0,1,1,0,-0.11853285937745928
5.6,4.0,quality_control_check,1,Cutting Table,7.0,10,1,0,1,1,0,-0.11607920229159002
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,10,1,0,0,1,0,-0.09076272417713316
5.6,4.0,cut_sheet_to_size,1,CNC Machine,10.0,8,1,0,0,1,0,-0.1073372751445344
5.6,4.0,cut_sheet_of_larger_size,1,CNC Machine,7.0,8,1,0,0,1,0,-0.11254442198363235
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,8,1,0,1,1,0,-0.1073372751445344
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,9,1,0,2,1,0,-0.1166703594761549
5.6,4.0,combine_sheets,4,Heating Element,15.0,10,1,0,2,-1,1,0.0071982031998525375
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,10,1,0,1,1,0,-0.11853285937745928
5.6,4.0,quality_control_check,1,Cutting Table,5.0,10,1,0,1,1,0,-0.11853285937745928
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,10,1,0,0,1,0,-0.09076272417713316
5.6,4.0,cut_sheet_to_size,1,CNC Machine,8.0,10,1,0,0,1,0,-0.11411978823454494
5.6,4.0,cut_sheet_of_larger_size,1,CNC Machine,6.0,10,1,0,0,1,0,-0.12098142494698066
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,10,1,0,1,1,0,-0.11102598909940631
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,10,1,0,2,1,0,-0.12026837519338957
5.6,4.0,combine_sheets,2,Heating Element,15.0,10,1,0,2,1,0,-0.08432263693435238
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,11,1,0,1,1,0,-0.11875443846536532
5.6,4.0,quality_control_check,1,Cutting Table,5.0,11,1,0,1,1,0,-0.11875443846536532
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,11,1,0,0,1,0,-0.09155455754496411
5.6,4.0,cut_sheet_to_size,1,CNC Machine,10.0,10,1,0,0,1,0,-0.11102598909940631
5.6,4.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,10,1,0,0,1,0,-0.11853285937745928
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,10,1,0,1,1,0,-0.11102598909940631
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,10,1,0,2,1,0,-0.12026837519338957
5.6,4.0,combine_sheets,2,Heating Element,15.0,11,1,0,2,1,0,-0.08375443722370524
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,11,1,0,1,1,0,-0.11875443846536532
5.6,4.0,quality_control_check,1,Cutting Table,5.0,11,1,0,1,1,0,-0.11875443846536532
5.6,4.0,wrap_on_pallet,2,Pallet,2.0,11,1,0,0,1,0,-0.09155455754496411
5.6,4.0,cut_sheet_to_size,1,CNC Machine,15.0,11,1,0,0,1,0,-0.07632172280770311
5.6,4.0,cut_sheet_of_larger_size,1,CNC Machine,5.0,11,1,0,0,1,0,-0.11875443846536532
5.6,4.0,add_attachment_to_sheet,1,Cutting Table,10.0,11,1,0,1,1,0,-0.11192421618154808
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,12.0,11,1,0,2,1,0,-0.10215152266296884
5.6,4.0,combine_sheets,2,Heating Element,19.0,11,1,0,2,1,0,-0.03692536015628067
5.6,4.0,cut_panel_to_size,1,Cutting Table,5.0,12,1,0,1,1,0,-0.12210460426680297
5.6,4.0,quality_control_check,1,Cutting Table,6.0,12,1,0,1,1,0,-0.1236375974590806
5.6,4.0,wrap_on_pallet,3,Pallet,2.0,12,1,0,2,1,0,-0.04504607575327768
5.6,4.0,cut_sheet_to_size,2,CNC Machine,10.0,11,1,0,0,1,0,-0.11336061517720436
5.6,4.0,cut_sheet_of_larger_size,2,CNC Machine,5.0,11,1,0,0,1,0,-0.1196754015209816
5.6,4.0,add_attachment_to_sheet,3,Cutting Table,10.0,12,1,0,1,1,0,-0.06675542634085663
5.6,4.0,apply_indents_to_sheet,2,Indenting Machine,8.0,12,1,0,2,1,0,-0.12212256346807782
